,0,1,2,3
1334,MN27081,100.0,Donald Trump,1930
1335,MN27081,100.0,Hillary Clinton,860
1336,TX48167,100.0,Donald Trump,73566
1337,TX48167,100.0,Hillary Clinton,45503
1338,MN27087,100.0,Donald Trump,991
1339,MN27087,100.0,Hillary Clinton,930
1340,MN27085,100.0,Donald Trump,12155
1341,MN27085,100.0,Hillary Clinton,4978
1342,MS28099,100.0,Donald Trump,7613
1343,MS28099,100.0,Hillary Clinton,2668
1344,VA51125,100.0,Donald Trump,4150
1345,VA51125,100.0,Hillary Clinton,3677
1346,TX48439,100.0,Donald Trump,345683
1347,TX48439,100.0,Hillary Clinton,288001
1348,GA13249,100.0,Donald Trump,1472
1349,GA13249,100.0,Hillary Clinton,401
1350,VA51049,100.0,Donald Trump,2693
1351,VA51049,100.0,Hillary Clinton,2032
1352,GA13245,100.0,Hillary Clinton,48707
1353,GA13245,100.0,Donald Trump,24441
1354,TX48433,100.0,Donald Trump,555
1355,TX48433,100.0,Hillary Clinton,135
1356,GA13247,100.0,Hillary Clinton,23206
1357,GA13247,100.0,Donald Trump,13463
1358,TX48431,100.0,Donald Trump,549
1359,TX48431,100.0,Hillary Clinton,70
1360,GA13241,100.0,Donald Trump,6287
1361,GA13241,100.0,Hillary Clinton,1443
1362,TX48437,100.0,Donald Trump,1671
1363,TX48437,100.0,Hillary Clinton,462
1364,GA13243,100.0,Hillary Clinton,1597
1365,GA13243,100.0,Donald Trump,1270
1366,TX48435,100.0,Donald Trump,1075
1367,TX48435,100.0,Hillary Clinton,313
1368,NY36095,100.0,Donald Trump,8173
1369,NY36095,100.0,Hillary Clinton,3777
1370,MT30091,100.0,Donald Trump,1237
1371,MT30091,100.0,Hillary Clinton,476
1372,WI55109,100.0,Donald Trump,26123
1373,WI55109,100.0,Hillary Clinton,17496
1374,WI55105,100.0,Hillary Clinton,39336
1375,WI55105,100.0,Donald Trump,31483
1376,WI55107,100.0,Donald Trump,4564
1377,WI55107,100.0,Hillary Clinton,2171
1378,WI55101,100.0,Donald Trump,46620
1379,WI55101,100.0,Hillary Clinton,42506
1380,WI55103,100.0,Donald Trump,4021
1381,WI55103,100.0,Hillary Clinton,3577
1382,KY21051,100.0,Donald Trump,5861
1383,KY21051,100.0,Hillary Clinton,752
1384,KY21053,100.0,Donald Trump,3809
1385,KY21053,100.0,Hillary Clinton,547
1386,KY21055,100.0,Donald Trump,3290
1387,KY21055,100.0,Hillary Clinton,617
1388,KY21057,100.0,Donald Trump,2502
1389,KY21057,100.0,Hillary Clinton,459
1390,KY21059,100.0,Donald Trump,28907
1391,KY21059,100.0,Hillary Clinton,14163
1392,OH39171,100.0,Donald Trump,11706
1393,OH39171,100.0,Hillary Clinton,4287
1394,MT30029,100.0,Donald Trump,30079
1395,MT30029,100.0,Hillary Clinton,13233
1396,OH39173,100.0,Donald Trump,31734
1397,OH39173,100.0,Hillary Clinton,26440
1398,OH39175,100.0,Donald Trump,7346
1399,OH39175,100.0,Hillary Clinton,2484
1400,CO08009,100.0,Donald Trump,1716
1401,CO08009,100.0,Hillary Clinton,278
1402,IN18019,100.0,Donald Trump,30012
1403,IN18019,100.0,Hillary Clinton,18791
1404,CO08005,100.0,Hillary Clinton,148365
1405,CO08005,100.0,Donald Trump,109638
1406,IN18017,100.0,Donald Trump,9697
1407,IN18017,100.0,Hillary Clinton,3758
1408,CO08007,100.0,Donald Trump,4234
1409,CO08007,100.0,Hillary Clinton,2489
1410,IN18015,100.0,Donald Trump,6273
1411,IN18015,100.0,Hillary Clinton,1891
1412,CO08001,100.0,Hillary Clinton,86471
1413,CO08001,100.0,Donald Trump,73807
1414,IN18013,100.0,Donald Trump,5015
1415,IN18013,100.0,Hillary Clinton,2518
1416,CO08003,100.0,Hillary Clinton,3168
1417,CO08003,100.0,Donald Trump,3031
1418,IN18011,100.0,Donald Trump,19654
1419,IN18011,100.0,Hillary Clinton,10181
1420,KY21183,100.0,Donald Trump,7942
1421,KY21183,100.0,Hillary Clinton,2080
1422,TX48327,100.0,Donald Trump,681
1423,TX48327,100.0,Hillary Clinton,153
1424,KY21181,100.0,Donald Trump,1957
1425,KY21181,100.0,Hillary Clinton,787
1426,TX48325,100.0,Donald Trump,12054
1427,TX48325,100.0,Hillary Clinton,4624
1428,KY21187,100.0,Donald Trump,3745
1429,KY21187,100.0,Hillary Clinton,1062
1430,TX48323,100.0,Hillary Clinton,10397
1431,TX48323,100.0,Donald Trump,2816
1432,KY21185,100.0,Donald Trump,20469
1433,KY21185,100.0,Hillary Clinton,10268
1434,TX48321,100.0,Donald Trump,8147
1435,TX48321,100.0,Hillary Clinton,3357
1436,KY21189,100.0,Donald Trump,1474
1437,KY21189,100.0,Hillary Clinton,256
1438,TX48329,100.0,Donald Trump,36896
1439,TX48329,100.0,Hillary Clinton,9993
1440,MS28145,100.0,Donald Trump,9161
1441,MS28145,100.0,Hillary Clinton,1969
1442,MS28147,100.0,Donald Trump,3374
1443,MS28147,100.0,Hillary Clinton,2475
1444,MS28141,100.0,Donald Trump,7117
1445,MS28141,100.0,Hillary Clinton,990
1446,MS28143,100.0,Hillary Clinton,2577
1447,MS28143,100.0,Donald Trump,840
1448,MS28149,100.0,Donald Trump,9420
1449,MS28149,100.0,Hillary Clinton,8518
1450,SD46137,100.0,Donald Trump,368
1451,SD46137,100.0,Hillary Clinton,352
1452,PA42059,100.0,Donald Trump,10394
1453,PA42059,100.0,Hillary Clinton,4157
1454,NJNJ,99.26,Hillary Clinton,2021756
1455,NJNJ,99.26,Donald Trump,1535513
1456,TX48109,100.0,Hillary Clinton,454
1457,TX48109,100.0,Donald Trump,280
1458,TX48107,100.0,Donald Trump,1180
1459,TX48107,100.0,Hillary Clinton,468
1460,TX48105,100.0,Donald Trump,980
1461,TX48105,100.0,Hillary Clinton,372
1462,IL17201,100.0,Donald Trump,53922
1463,IL17201,100.0,Hillary Clinton,52595
1464,IL17203,100.0,Donald Trump,13180
1465,IL17203,100.0,Hillary Clinton,5068
1466,IA19083,100.0,Donald Trump,5231
1467,IA19083,100.0,Hillary Clinton,2774
1468,SC45043,100.0,Donald Trump,17334
1469,SC45043,100.0,Hillary Clinton,13234
1470,IA19081,100.0,Donald Trump,3972
1471,IA19081,100.0,Hillary Clinton,1582
1472,SC45041,100.0,Donald Trump,29498
1473,SC45041,100.0,Hillary Clinton,26630
1474,IA19087,90.0,Donald Trump,5764
1475,IA19087,90.0,Hillary Clinton,2897
1476,SC45047,100.0,Donald Trump,16881
1477,SC45047,100.0,Hillary Clinton,10633
1478,IA19085,100.0,Donald Trump,4892
1479,IA19085,100.0,Hillary Clinton,2123
1480,ND38043,100.0,Donald Trump,1106
1481,ND38043,100.0,Hillary Clinton,179
1482,IA19089,100.0,Donald Trump,2611
1483,IA19089,100.0,Hillary Clinton,1674
1484,SC45049,100.0,Hillary Clinton,5163
1485,SC45049,100.0,Donald Trump,3483
1486,ID16057,100.0,Hillary Clinton,8093
1487,ID16057,100.0,Donald Trump,7255
1488,ND38041,100.0,Donald Trump,1032
1489,ND38041,100.0,Hillary Clinton,168
1490,WY56023,100.0,Donald Trump,6779
1491,WY56023,100.0,Hillary Clinton,1105
1492,WY56021,100.0,Donald Trump,24844
1493,WY56021,100.0,Hillary Clinton,11572
1494,WY56027,100.0,Donald Trump,1116
1495,WY56027,100.0,Hillary Clinton,115
1496,ND38047,100.0,Donald Trump,867
1497,ND38047,100.0,Hillary Clinton,112
1498,GA13025,100.0,Donald Trump,5561
1499,GA13025,100.0,Hillary Clinton,619
1500,TX48213,100.0,Donald Trump,23574
1501,TX48213,100.0,Hillary Clinton,5649
1502,GA13027,100.0,Donald Trump,3679
1503,GA13027,100.0,Hillary Clinton,2504
1504,TX48211,100.0,Donald Trump,1460
1505,TX48211,100.0,Hillary Clinton,181
1506,GA13021,100.0,Hillary Clinton,34383
1507,GA13021,100.0,Donald Trump,22589
1508,TX48217,100.0,Donald Trump,10075
1509,TX48217,100.0,Hillary Clinton,2535
1510,GA13023,100.0,Donald Trump,3717
1511,GA13023,100.0,Hillary Clinton,1094
1512,TX48215,100.0,Hillary Clinton,118739
1513,TX48215,100.0,Donald Trump,48608
1514,ND38045,100.0,Donald Trump,1475
1515,ND38045,100.0,Hillary Clinton,500
1516,GA13029,100.0,Donald Trump,10513
1517,GA13029,100.0,Hillary Clinton,4010
1518,ID16059,100.0,Donald Trump,3011
1519,ID16059,100.0,Hillary Clinton,733
1520,AK02000,99.55,Donald Trump,130415
1521,AK02000,99.55,Hillary Clinton,93007
1522,TX48369,100.0,Donald Trump,1911
1523,TX48369,100.0,Hillary Clinton,848
1524,WI55057,100.0,Donald Trump,7188
1525,WI55057,100.0,Hillary Clinton,4100
1526,LALA,100.0,Donald Trump,1178004
1527,LALA,100.0,Hillary Clinton,779535
1528,IA19151,100.0,Donald Trump,2692
1529,IA19151,100.0,Hillary Clinton,962
1530,IA19153,100.0,Hillary Clinton,119671
1531,IA19153,100.0,Donald Trump,93421
1532,IA19155,100.0,Donald Trump,24441
1533,IA19155,100.0,Hillary Clinton,15341
1534,IA19157,100.0,Donald Trump,4936
1535,IA19157,100.0,Hillary Clinton,4272
1536,NE31009,100.0,Donald Trump,273
1537,NE31009,100.0,Hillary Clinton,30
1538,IA19159,100.0,Donald Trump,1820
1539,IA19159,100.0,Hillary Clinton,753
1540,NE31007,100.0,Donald Trump,355
1541,NE31007,100.0,Hillary Clinton,18
1542,NE31005,100.0,Donald Trump,237
1543,NE31005,100.0,Hillary Clinton,16
1544,NE31003,100.0,Donald Trump,2717
1545,NE31003,100.0,Hillary Clinton,381
1546,NE31001,100.0,Donald Trump,9205
1547,NE31001,100.0,Hillary Clinton,3272
1548,WA53051,100.0,Donald Trump,4364
1549,WA53051,100.0,Hillary Clinton,1932
1550,KY21135,100.0,Donald Trump,4363
1551,KY21135,100.0,Hillary Clinton,785
1552,IL17025,100.0,Donald Trump,5009
1553,IL17025,100.0,Hillary Clinton,1014
1554,IL17027,100.0,Donald Trump,12394
1555,IL17027,100.0,Hillary Clinton,3939
1556,IL17021,100.0,Donald Trump,10522
1557,IL17021,100.0,Hillary Clinton,3982
1558,IL17023,100.0,Donald Trump,5620
1559,IL17023,100.0,Hillary Clinton,1873
1560,VA51057,100.0,Donald Trump,2657
1561,VA51057,100.0,Hillary Clinton,2541
1562,IL17029,100.0,Donald Trump,12985
1563,IL17029,100.0,Hillary Clinton,7285
1564,WA53055,83.33,Hillary Clinton,7053
1565,WA53055,83.33,Donald Trump,2651
1566,NC37125,100.0,Donald Trump,30273
1567,NC37125,100.0,Hillary Clinton,16148
1568,NC37127,100.0,Donald Trump,23142
1569,NC37127,100.0,Hillary Clinton,23024
1570,NC37121,100.0,Donald Trump,6225
1571,NC37121,100.0,Hillary Clinton,1585
1572,NC37123,100.0,Donald Trump,7070
1573,NC37123,100.0,Hillary Clinton,4108
1574,PA42039,100.0,Donald Trump,23912
1575,PA42039,100.0,Hillary Clinton,10215
1576,WA53057,94.29,Hillary Clinton,26076
1577,WA53057,94.29,Donald Trump,24330
1578,NC37129,100.0,Donald Trump,54665
1579,NC37129,100.0,Hillary Clinton,50219
1580,LA22001,100.0,Donald Trump,21159
1581,LA22001,100.0,Hillary Clinton,5638
1582,LA22003,100.0,Donald Trump,6867
1583,LA22003,100.0,Hillary Clinton,2106
1584,LA22005,100.0,Donald Trump,36135
1585,LA22005,100.0,Hillary Clinton,16471
1586,LA22007,100.0,Donald Trump,6714
1587,LA22007,100.0,Hillary Clinton,3931
1588,LA22009,100.0,Donald Trump,11163
1589,LA22009,100.0,Hillary Clinton,5032
1590,SD46009,100.0,Donald Trump,2105
1591,SD46009,100.0,Hillary Clinton,704
1592,NJ34003,100.0,Hillary Clinton,209251
1593,NJ34003,100.0,Donald Trump,163220
1594,NJ34005,98.63,Hillary Clinton,108361
1595,NJ34005,98.63,Donald Trump,79539
1596,OK40123,100.0,Donald Trump,10420
1597,OK40123,100.0,Hillary Clinton,3633
1598,OK40121,100.0,Donald Trump,12740
1599,OK40121,100.0,Hillary Clinton,3704
1600,OK40127,100.0,Donald Trump,3581
1601,OK40127,100.0,Hillary Clinton,748
1602,OK40125,100.0,Donald Trump,17826
1603,OK40125,100.0,Hillary Clinton,6005
1604,NJ34007,99.13,Hillary Clinton,142375
1605,NJ34007,99.13,Donald Trump,71020
1606,KS20119,100.0,Donald Trump,1390
1607,KS20119,100.0,Hillary Clinton,206
1608,KS20115,100.0,Donald Trump,3928
1609,KS20115,100.0,Hillary Clinton,1177
1610,KS20117,100.0,Donald Trump,3250
1611,KS20117,100.0,Hillary Clinton,1060
1612,KS20111,100.0,Donald Trump,6354
1613,KS20111,100.0,Hillary Clinton,4456
1614,KS20113,100.0,Donald Trump,8407
1615,KS20113,100.0,Hillary Clinton,3183
1616,CA06085,100.0,Hillary Clinton,483472
1617,CA06085,100.0,Donald Trump,137452
1618,CA06087,100.0,Hillary Clinton,85185
1619,CA06087,100.0,Donald Trump,20158
1620,VA51053,100.0,Donald Trump,7447
1621,VA51053,100.0,Hillary Clinton,5765
1622,CA06081,100.0,Hillary Clinton,219580
1623,CA06081,100.0,Donald Trump,53731
1624,CA06083,100.0,Hillary Clinton,100120
1625,CA06083,100.0,Donald Trump,53740
1626,NY36099,100.0,Donald Trump,6719
1627,NY36099,100.0,Hillary Clinton,5175
1628,CA06089,100.0,Donald Trump,47587
1629,CA06089,100.0,Hillary Clinton,20471
1630,OK40019,100.0,Donald Trump,13751
1631,OK40019,100.0,Hillary Clinton,4002
1632,OK40017,100.0,Donald Trump,39969
1633,OK40017,100.0,Hillary Clinton,11666
1634,OK40015,100.0,Donald Trump,6473
1635,OK40015,100.0,Hillary Clinton,2418
1636,OK40013,100.0,Donald Trump,10449
1637,OK40013,100.0,Hillary Clinton,2793
1638,OK40011,100.0,Donald Trump,2884
1639,OK40011,100.0,Hillary Clinton,711
1640,KS20069,100.0,Donald Trump,1651
1641,KS20069,100.0,Hillary Clinton,257
1642,KS20025,100.0,Donald Trump,813
1643,KS20025,100.0,Hillary Clinton,118
1644,KS20061,97.5,Donald Trump,4116
1645,KS20061,97.5,Hillary Clinton,2569
1646,KS20063,100.0,Donald Trump,1127
1647,KS20063,100.0,Hillary Clinton,149
1648,KS20065,100.0,Donald Trump,1013
1649,KS20065,100.0,Hillary Clinton,185
1650,FL12035,100.0,Donald Trump,33804
1651,FL12035,100.0,Hillary Clinton,21985
1652,KS20067,100.0,Donald Trump,1755
1653,KS20067,100.0,Hillary Clinton,427
1654,AR05039,100.0,Donald Trump,1507
1655,AR05039,100.0,Hillary Clinton,1165
1656,WI55039,100.0,Donald Trump,31044
1657,WI55039,100.0,Hillary Clinton,17391
1658,AR05033,100.0,Donald Trump,16655
1659,AR05033,100.0,Hillary Clinton,4476
1660,AR05031,100.0,Donald Trump,22798
1661,AR05031,100.0,Hillary Clinton,10474
1662,AR05037,100.0,Donald Trump,4577
1663,AR05037,100.0,Hillary Clinton,1995
1664,AR05035,100.0,Hillary Clinton,8368
1665,AR05035,100.0,Donald Trump,6953
1666,FL12031,100.0,Donald Trump,210061
1667,FL12031,100.0,Hillary Clinton,203627
1668,WV54095,100.0,Donald Trump,2967
1669,WV54095,100.0,Hillary Clinton,505
1670,WV54097,100.0,Donald Trump,6971
1671,WV54097,100.0,Hillary Clinton,1763
1672,WV54091,100.0,Donald Trump,4701
1673,WV54091,100.0,Hillary Clinton,1483
1674,WV54093,100.0,Donald Trump,2557
1675,WV54093,100.0,Hillary Clinton,750
1676,MO29111,100.0,Donald Trump,3343
1677,MO29111,100.0,Hillary Clinton,933
1678,MO29113,100.0,Donald Trump,18111
1679,MO29113,100.0,Hillary Clinton,5561
1680,MN27169,100.0,Donald Trump,12122
1681,MN27169,100.0,Hillary Clinton,11366
1682,MO29117,100.0,Donald Trump,4879
1683,MO29117,100.0,Hillary Clinton,1265
1684,DE10005,100.0,Donald Trump,62607
1685,DE10005,100.0,Hillary Clinton,39329
1686,MN27165,100.0,Donald Trump,2768
1687,MN27165,100.0,Hillary Clinton,1814
1688,MN27167,100.0,Donald Trump,2129
1689,MN27167,100.0,Hillary Clinton,893
1690,DE10001,100.0,Donald Trump,36989
1691,DE10001,100.0,Hillary Clinton,33347
1692,MN27161,100.0,Donald Trump,5967
1693,MN27161,100.0,Hillary Clinton,2838
1694,DE10003,100.0,Hillary Clinton,162905
1695,DE10003,100.0,Donald Trump,85507
1696,MN27163,100.0,Hillary Clinton,67086
1697,MN27163,100.0,Donald Trump,64429
1698,NJ34035,100.0,Hillary Clinton,83839
1699,NJ34035,100.0,Donald Trump,64640
1700,NH33011,100.0,Donald Trump,100013
1701,NH33011,100.0,Hillary Clinton,99589
1702,NJ34037,100.0,Donald Trump,46486
1703,NJ34037,100.0,Hillary Clinton,24132
1704,NH33013,100.0,Hillary Clinton,40198
1705,NH33013,100.0,Donald Trump,37674
1706,NJ34031,98.58,Hillary Clinton,112608
1707,NJ34031,98.58,Donald Trump,71488
1708,NH33015,100.0,Donald Trump,90447
1709,NH33015,100.0,Hillary Clinton,79994
1710,NJ34033,100.0,Donald Trump,16256
1711,NJ34033,100.0,Hillary Clinton,11766
1712,NH33017,100.0,Hillary Clinton,34894
1713,NH33017,100.0,Donald Trump,29072
1714,NH33019,100.0,Donald Trump,10796
1715,NH33019,100.0,Hillary Clinton,10210
1716,NJ34039,100.0,Hillary Clinton,145412
1717,NJ34039,100.0,Donald Trump,67582
1718,ID16039,100.0,Donald Trump,5816
1719,ID16039,100.0,Hillary Clinton,1814
1720,MI26159,100.0,Donald Trump,17890
1721,MI26159,100.0,Hillary Clinton,13258
1722,WA53069,100.0,Donald Trump,1328
1723,WA53069,100.0,Hillary Clinton,824
1724,PA42057,100.0,Donald Trump,5676
1725,PA42057,100.0,Hillary Clinton,904
1726,MO29209,100.0,Donald Trump,13149
1727,MO29209,100.0,Hillary Clinton,2886
1728,MI26153,100.0,Donald Trump,2556
1729,MI26153,100.0,Hillary Clinton,1369
1730,MI26151,100.0,Donald Trump,13446
1731,MI26151,100.0,Hillary Clinton,4873
1732,MI26157,100.0,Donald Trump,17421
1733,MI26157,100.0,Hillary Clinton,7493
1734,MN27089,100.0,Donald Trump,3208
1735,MN27089,100.0,Hillary Clinton,1225
1736,MI26155,100.0,Donald Trump,19232
1737,MI26155,100.0,Hillary Clinton,12547
1738,DCDC,100.0,Hillary Clinton,260223
1739,DCDC,100.0,Donald Trump,11553
1740,NV32003,100.0,Hillary Clinton,401068
1741,NV32003,100.0,Donald Trump,319571
1742,NE31183,100.0,Donald Trump,377
1743,NE31183,100.0,Hillary Clinton,62
1744,MI26031,100.0,Donald Trump,8680
1745,MI26031,100.0,Hillary Clinton,4302
1746,MI26033,100.0,Donald Trump,9120
1747,MI26033,100.0,Hillary Clinton,5378
1748,MI26035,100.0,Donald Trump,8507
1749,MI26035,100.0,Hillary Clinton,4250
1750,MI26037,100.0,Donald Trump,21635
1751,MI26037,100.0,Hillary Clinton,16490
1752,MI26039,100.0,Donald Trump,4354
1753,MI26039,100.0,Hillary Clinton,2110
1754,MN27093,100.0,Donald Trump,8103
1755,MN27093,100.0,Hillary Clinton,3192
1756,MN27095,100.0,Donald Trump,8340
1757,MN27095,100.0,Hillary Clinton,3709
1758,MN27097,100.0,Donald Trump,12925
1759,MN27097,100.0,Hillary Clinton,3637
1760,VA51079,100.0,Donald Trump,5943
1761,VA51079,100.0,Hillary Clinton,2923
1762,GA13259,100.0,Hillary Clinton,1220
1763,GA13259,100.0,Donald Trump,805
1764,VA51071,100.0,Donald Trump,5930
1765,VA51071,100.0,Hillary Clinton,1949
1766,GA13253,100.0,Donald Trump,2343
1767,GA13253,100.0,Hillary Clinton,1186
1768,VA51073,100.0,Donald Trump,13087
1769,VA51073,100.0,Hillary Clinton,5399
1770,GA13251,100.0,Donald Trump,3305
1771,GA13251,100.0,Hillary Clinton,2300
1772,VA51075,100.0,Donald Trump,8374
1773,VA51075,100.0,Hillary Clinton,4884
1774,GA13257,100.0,Donald Trump,7682
1775,GA13257,100.0,Hillary Clinton,1835
1776,VA51077,100.0,Donald Trump,5593
1777,VA51077,100.0,Hillary Clinton,1407
1778,GA13255,100.0,Donald Trump,15636
1779,GA13255,100.0,Hillary Clinton,9347
1780,WI55139,100.0,Donald Trump,43447
1781,WI55139,100.0,Hillary Clinton,37054
1782,WI55131,100.0,Donald Trump,51729
1783,WI55131,100.0,Hillary Clinton,20854
1784,WI55133,100.0,Donald Trump,142521
1785,WI55133,100.0,Hillary Clinton,79200
1786,WI55135,100.0,Donald Trump,16013
1787,WI55135,100.0,Hillary Clinton,8303
1788,NV32001,100.0,Donald Trump,7828
1789,NV32001,100.0,Hillary Clinton,2210
1790,MT30031,100.0,Hillary Clinton,23879
1791,MT30031,100.0,Donald Trump,23360
1792,MT30033,100.0,Donald Trump,653
1793,MT30033,100.0,Hillary Clinton,34
1794,MT30035,100.0,Hillary Clinton,3076
1795,MT30035,100.0,Donald Trump,1598
1796,KY21049,100.0,Donald Trump,10710
1797,KY21049,100.0,Hillary Clinton,4706
1798,KY21047,100.0,Donald Trump,14108
1799,KY21047,100.0,Hillary Clinton,7188
1800,KY21045,100.0,Donald Trump,5482
1801,KY21045,100.0,Hillary Clinton,767
1802,KY21043,100.0,Donald Trump,7587
1803,KY21043,100.0,Hillary Clinton,2276
1804,KY21041,100.0,Donald Trump,2588
1805,KY21041,100.0,Hillary Clinton,1106
1806,NV32017,100.0,Donald Trump,1671
1807,NV32017,100.0,Hillary Clinton,285
1808,IN18069,100.0,Donald Trump,11649
1809,IN18069,100.0,Hillary Clinton,3506
1810,CO08019,100.0,Hillary Clinton,2585
1811,CO08019,100.0,Donald Trump,2426
1812,IN18063,100.0,Donald Trump,48326
1813,IN18063,100.0,Hillary Clinton,22595
1814,CO08013,100.0,Hillary Clinton,124715
1815,CO08013,100.0,Donald Trump,38766
1816,IN18061,100.0,Donald Trump,12993
1817,IN18061,100.0,Hillary Clinton,4776
1818,CO08011,100.0,Donald Trump,1166
1819,CO08011,100.0,Hillary Clinton,581
1820,IN18067,100.0,Donald Trump,23675
1821,IN18067,100.0,Hillary Clinton,11215
1822,CO08017,100.0,Donald Trump,905
1823,CO08017,100.0,Hillary Clinton,127
1824,CO08014,100.0,Hillary Clinton,19530
1825,CO08014,100.0,Donald Trump,14272
1826,CO08015,100.0,Donald Trump,5283
1827,CO08015,100.0,Hillary Clinton,4773
1828,TX48353,100.0,Donald Trump,3551
1829,TX48353,100.0,Hillary Clinton,1029
1830,KY21191,100.0,Donald Trump,4604
1831,KY21191,100.0,Hillary Clinton,1164
1832,TX48351,100.0,Donald Trump,2961
1833,TX48351,100.0,Hillary Clinton,978
1834,KY21193,100.0,Donald Trump,8158
1835,KY21193,100.0,Hillary Clinton,2136
1836,TX48357,100.0,Donald Trump,2628
1837,TX48357,100.0,Hillary Clinton,274
1838,KY21195,100.0,Donald Trump,19740
1839,KY21195,100.0,Hillary Clinton,4277
1840,TX48355,100.0,Donald Trump,50704
1841,TX48355,100.0,Hillary Clinton,49102
1842,KY21197,100.0,Donald Trump,3513
1843,KY21197,100.0,Hillary Clinton,1272
1844,KY21199,100.0,Donald Trump,22900
1845,KY21199,100.0,Hillary Clinton,4208
1846,TX48359,100.0,Donald Trump,850
1847,TX48359,100.0,Hillary Clinton,78
1848,VA51678,100.0,Hillary Clinton,1514
1849,VA51678,100.0,Donald Trump,766
1850,OK40129,100.0,Donald Trump,1546
1851,OK40129,100.0,Hillary Clinton,151
1852,WI55007,100.0,Hillary Clinton,4953
1853,WI55007,100.0,Donald Trump,4125
1854,WI55001,100.0,Donald Trump,5983
1855,WI55001,100.0,Hillary Clinton,3780
1856,IA19135,100.0,Donald Trump,2635
1857,IA19135,100.0,Hillary Clinton,1053
1858,WI55003,100.0,Hillary Clinton,4136
1859,WI55003,100.0,Donald Trump,3428
1860,VA51045,100.0,Donald Trump,2139
1861,VA51045,100.0,Hillary Clinton,541
1862,NV32007,100.0,Donald Trump,13542
1863,NV32007,100.0,Hillary Clinton,3400
1864,NE31067,100.0,Donald Trump,6333
1865,NE31067,100.0,Hillary Clinton,2930
1866,WI55009,100.0,Donald Trump,67192
1867,WI55009,100.0,Hillary Clinton,53358
1868,NY36085,100.0,Donald Trump,95612
1869,NY36085,100.0,Hillary Clinton,67561
1870,VAVA,99.88,Hillary Clinton,1916845
1871,VAVA,99.88,Donald Trump,1731156
1872,WI55119,100.0,Donald Trump,6589
1873,WI55119,100.0,Hillary Clinton,2398
1874,SD46051,100.0,Donald Trump,2381
1875,SD46051,100.0,Hillary Clinton,970
1876,TX48179,100.0,Donald Trump,6495
1877,TX48179,100.0,Hillary Clinton,699
1878,VA51047,100.0,Donald Trump,13341
1879,VA51047,100.0,Hillary Clinton,7744
1880,TN47189,100.0,Donald Trump,39304
1881,TN47189,100.0,Hillary Clinton,14356
1882,TN47185,100.0,Donald Trump,7657
1883,TN47185,100.0,Hillary Clinton,1842
1884,TN47187,100.0,Donald Trump,68160
1885,TN47187,100.0,Hillary Clinton,30992
1886,VA51810,100.0,Donald Trump,84389
1887,VA51810,100.0,Hillary Clinton,76744
1888,TN47181,100.0,Donald Trump,5034
1889,TN47181,100.0,Hillary Clinton,717
1890,SD46053,100.0,Donald Trump,1600
1891,SD46053,100.0,Hillary Clinton,391
1892,TN47183,100.0,Donald Trump,9001
1893,TN47183,100.0,Hillary Clinton,2770
1894,VA51041,100.0,Donald Trump,84938
1895,VA51041,100.0,Hillary Clinton,80993
1896,IA19091,100.0,Donald Trump,3564
1897,IA19091,100.0,Hillary Clinton,1251
1898,IA19093,100.0,Donald Trump,2655
1899,IA19093,100.0,Hillary Clinton,792
1900,IA19095,100.0,Donald Trump,5193
1901,IA19095,100.0,Hillary Clinton,3070
1902,IA19097,100.0,Donald Trump,5821
1903,IA19097,100.0,Hillary Clinton,3837
1904,IA19099,100.0,Donald Trump,10556
1905,IA19099,100.0,Hillary Clinton,7108
1906,MO29197,100.0,Donald Trump,1505
1907,MO29197,100.0,Hillary Clinton,354
1908,LA22059,100.0,Donald Trump,5835
1909,LA22059,100.0,Hillary Clinton,605
1910,OH39145,100.0,Donald Trump,19742
1911,OH39145,100.0,Hillary Clinton,8841
1912,GA13033,100.0,Hillary Clinton,4730
1913,GA13033,100.0,Donald Trump,4491
1914,OH39147,100.0,Donald Trump,14559
1915,OH39147,100.0,Hillary Clinton,7237
1916,GA13031,100.0,Donald Trump,14476
1917,GA13031,100.0,Hillary Clinton,8812
1918,OH39141,100.0,Donald Trump,17833
1919,OH39141,100.0,Hillary Clinton,9905
1920,GA13037,100.0,Hillary Clinton,1178
1921,GA13037,100.0,Donald Trump,829
1922,NV32005,100.0,Donald Trump,17406
1923,NV32005,100.0,Hillary Clinton,8453
1924,GA13035,100.0,Donald Trump,6717
1925,GA13035,100.0,Hillary Clinton,2566
1926,GA13039,100.0,Donald Trump,12287
1927,GA13039,100.0,Hillary Clinton,5914
1928,OH39149,100.0,Donald Trump,18148
1929,OH39149,100.0,Hillary Clinton,4143
1930,VA51700,97.83,Hillary Clinton,40997
1931,VA51700,97.83,Donald Trump,23650
1932,TX48007,100.0,Donald Trump,7730
1933,TX48007,100.0,Hillary Clinton,2458
1934,KY21091,100.0,Donald Trump,2788
1935,KY21091,100.0,Hillary Clinton,1244
1936,TX48005,100.0,Donald Trump,21666
1937,TX48005,100.0,Hillary Clinton,7538
1938,TX48003,100.0,Donald Trump,3925
1939,TX48003,100.0,Hillary Clinton,836
1940,TX48001,100.0,Donald Trump,13165
1941,TX48001,100.0,Hillary Clinton,3358
1942,IL17169,100.0,Donald Trump,2523
1943,IL17169,100.0,Hillary Clinton,1074
1944,TX48009,100.0,Donald Trump,3785
